player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Tommaso Augello,it ITA,DF,Sampdoria,26,1994,36.0,25.0,2395.0,1.0,1.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,0.02,0.02,26.6,2.0,0.0,28.6,0.08,0.14,0.5,0.08,0.5,0.5,1050.0,1368.0,76.8,18085.0,7464.0,472.0,539.0,87.6,478.0,593.0,80.6,78.0,157.0,49.7,17.0,60.0,33.0,15.0,90.0,1094.0,271.0,34.0,1.0,3.0,74.0,4.0,0.0,0.0,0.0,233.0,3.0,48.0,49.0,1.84,34.0,4.0,5.0,1.0,3.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,22.0,8.0,6.0,17.0,29.0,58.6,12.0,19.0,4.0,15.0,29.0,68.0,1.0,1614.0,96.0,616.0,633.0,384.0,14.0,1614.0,23.0,44.0,52.3,867.0,60.0,30.0,2.0,898.0,29.0,13.0,0.0,12.0,21.0,1.0,0.0,0.0,0.0,172.0,33.0,19.0,63.5
Ramzi Aya,it ITA,DF,Salernitana,30,1990,2.0,2.0,135.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,19.0,27.0,70.4,339.0,130.0,8.0,8.0,100.0,9.0,15.0,60.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,1.0,20.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,33.0,4.0,11.0,18.0,4.0,0.0,33.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Kaan Ayhan,tr TUR,DF,Sassuolo,26,1994,23.0,14.0,1354.0,1.0,0.0,0.0,0.0,2.0,1.0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.03,0.03,15.0,1.0,2.0,20.0,0.07,0.2,1.0,0.08,0.6,0.6,790.0,871.0,90.7,15101.0,6145.0,297.0,314.0,94.6,386.0,408.0,94.6,98.0,130.0,75.4,2.0,61.0,3.0,0.0,68.0,824.0,43.0,37.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,8.0,0.53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,14.0,6.0,0.0,7.0,15.0,46.7,8.0,20.0,14.0,6.0,13.0,57.0,0.0,999.0,115.0,477.0,504.0,21.0,5.0,999.0,1.0,1.0,100.0,574.0,19.0,3.0,0.0,692.0,2.0,0.0,0.0,13.0,5.0,1.0,0.0,1.0,0.0,68.0,24.0,34.0,41.4
Milan Badelj,hr CRO,MF,Genoa,32,1989,34.0,34.0,2844.0,1.0,0.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,1.3,1.3,0.04,0.04,31.6,5.0,0.0,23.8,0.16,0.05,0.2,0.06,-0.3,-0.3,1230.0,1575.0,78.1,21537.0,7729.0,548.0,650.0,84.3,523.0,621.0,84.2,124.0,210.0,59.0,26.0,144.0,17.0,3.0,176.0,1522.0,43.0,39.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,4.0,10.0,28.0,72.0,2.28,64.0,0.0,1.0,1.0,2.0,2.0,0.06,0.0,0.0,1.0,0.0,1.0,0.0,64.0,37.0,25.0,30.0,9.0,34.0,80.0,42.5,46.0,39.0,7.0,32.0,85.0,43.0,0.0,1922.0,76.0,466.0,1186.0,297.0,25.0,1922.0,34.0,50.0,68.0,944.0,19.0,32.0,6.0,1119.0,47.0,26.0,0.0,39.0,19.0,0.0,1.0,0.0,0.0,258.0,34.0,28.0,54.8
Nicola Bagnolini,it ITA,GK,Bologna,17,2004,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issa Bah,lu LUX,FW,Venezia,19,2002,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,81.0,17.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Nedim Bajrami,al ALB,"MF,FW",Empoli,22,1999,35.0,23.0,2054.0,6.0,5.0,3.0,3.0,3.0,0.0,0.26,0.22,0.48,0.13,0.35,7.0,4.7,0.31,0.2,22.8,18.0,8.0,35.3,0.79,0.06,0.17,0.09,-1.0,-1.7,621.0,898.0,69.2,9775.0,3179.0,327.0,387.0,84.5,220.0,286.0,76.9,50.0,149.0,33.6,54.0,49.0,44.0,8.0,117.0,730.0,163.0,32.0,5.0,4.0,156.0,97.0,40.0,47.0,0.0,8.0,5.0,31.0,104.0,4.55,66.0,21.0,8.0,5.0,1.0,7.0,0.31,5.0,1.0,0.0,1.0,0.0,0.0,21.0,14.0,5.0,13.0,3.0,4.0,14.0,28.6,10.0,11.0,0.0,11.0,3.0,8.0,0.0,1119.0,10.0,75.0,444.0,621.0,89.0,1116.0,42.0,71.0,59.2,639.0,72.0,39.0,27.0,742.0,55.0,34.0,0.0,16.0,14.0,7.0,0.0,0.0,0.0,91.0,0.0,14.0,0.0
Tiemoué Bakayoko,fr FRA,MF,Milan,26,1994,14.0,5.0,501.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.06,0.06,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.3,-0.3,269.0,304.0,88.5,4451.0,1013.0,140.0,156.0,89.7,91.0,98.0,92.9,32.0,36.0,88.9,3.0,27.0,2.0,0.0,26.0,303.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.26,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,9.0,7.0,3.0,5.0,16.0,31.3,11.0,8.0,1.0,7.0,9.0,10.0,2.0,374.0,16.0,83.0,236.0,59.0,4.0,374.0,4.0,7.0,57.1,184.0,3.0,7.0,0.0,242.0,3.0,4.0,0.0,12.0,10.0,0.0,0.0,1.0,0.0,33.0,16.0,8.0,66.7
Tommaso Baldanzi,it ITA,FW,Empoli,18,2003,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,35.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,8.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Keita Baldé,sn SEN,FW,Cagliari,26,1995,26.0,14.0,1229.0,3.0,1.0,0.0,0.0,2.0,0.0,0.22,0.07,0.29,0.22,0.29,3.9,3.9,0.29,0.29,13.7,11.0,0.0,40.7,0.81,0.11,0.27,0.15,-0.9,-0.9,187.0,260.0,71.9,2522.0,464.0,106.0,128.0,82.8,51.0,74.0,68.9,10.0,13.0,76.9,10.0,14.0,6.0,0.0,22.0,248.0,12.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,1.68,14.0,0.0,1.0,4.0,3.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,1.0,5.0,2.0,1.0,10.0,10.0,9.0,6.0,0.0,6.0,4.0,6.0,0.0,411.0,6.0,23.0,183.0,209.0,51.0,411.0,6.0,18.0,33.3,234.0,14.0,12.0,4.0,305.0,49.0,10.0,0.0,27.0,30.0,9.0,1.0,1.0,0.0,33.0,20.0,46.0,30.3
Fodé Ballo-Touré,sn SEN,DF,Milan,24,1997,10.0,5.0,446.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,0.05,5.0,1.0,0.0,50.0,0.2,0.0,0.0,0.13,-0.3,-0.3,230.0,272.0,84.6,3621.0,957.0,121.0,134.0,90.3,92.0,106.0,86.8,11.0,16.0,68.8,4.0,13.0,8.0,3.0,20.0,234.0,37.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,31.0,1.0,4.0,13.0,2.62,11.0,0.0,1.0,0.0,1.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,5.0,13.0,0.0,4.0,9.0,44.4,5.0,6.0,2.0,4.0,3.0,5.0,0.0,329.0,9.0,61.0,162.0,109.0,14.0,329.0,5.0,10.0,50.0,188.0,17.0,10.0,0.0,196.0,5.0,6.0,0.0,12.0,10.0,1.0,0.0,1.0,0.0,35.0,5.0,9.0,35.7
Filippo Bandinelli,it ITA,MF,Empoli,26,1995,35.0,24.0,1955.0,2.0,3.0,0.0,0.0,10.0,0.0,0.09,0.14,0.23,0.09,0.23,2.9,2.9,0.13,0.13,21.7,11.0,0.0,31.4,0.51,0.06,0.18,0.08,-0.9,-0.9,537.0,733.0,73.3,8769.0,3104.0,273.0,315.0,86.7,197.0,256.0,77.0,46.0,96.0,47.9,32.0,60.0,41.0,13.0,104.0,700.0,26.0,4.0,4.0,6.0,68.0,6.0,1.0,1.0,0.0,14.0,7.0,21.0,58.0,2.67,46.0,4.0,3.0,3.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,10.0,17.0,6.0,15.0,31.0,48.4,16.0,22.0,5.0,17.0,10.0,37.0,2.0,976.0,54.0,213.0,423.0,354.0,43.0,976.0,17.0,39.0,43.6,564.0,57.0,42.0,10.0,627.0,40.0,25.0,0.0,53.0,18.0,5.0,0.0,1.0,0.0,117.0,12.0,31.0,27.9
Mattia Bani,it ITA,DF,Genoa,27,1993,17.0,13.0,1211.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.09,0.09,13.5,1.0,0.0,11.1,0.07,0.0,0.0,0.13,-1.2,-1.2,333.0,469.0,71.0,6336.0,2698.0,123.0,151.0,81.5,166.0,201.0,82.6,36.0,96.0,37.5,3.0,16.0,0.0,0.0,24.0,425.0,42.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,0.37,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,17.0,6.0,0.0,14.0,18.0,77.8,4.0,19.0,11.0,8.0,20.0,76.0,0.0,642.0,129.0,383.0,240.0,25.0,18.0,642.0,1.0,1.0,100.0,248.0,1.0,1.0,0.0,262.0,8.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,70.0,42.0,27.0,60.9
Antonín Barák,cz CZE,"MF,FW",Hellas Verona,26,1994,29.0,27.0,2340.0,11.0,4.0,4.0,4.0,4.0,0.0,0.42,0.15,0.58,0.27,0.42,9.8,6.7,0.38,0.26,26.0,20.0,2.0,42.6,0.77,0.15,0.35,0.14,1.2,0.3,876.0,1107.0,79.1,11982.0,3508.0,520.0,610.0,85.2,275.0,331.0,83.1,33.0,52.0,63.5,28.0,81.0,22.0,1.0,147.0,1081.0,17.0,5.0,2.0,4.0,13.0,0.0,0.0,0.0,0.0,6.0,9.0,37.0,70.0,2.69,57.0,1.0,4.0,6.0,2.0,9.0,0.35,6.0,0.0,1.0,1.0,1.0,0.0,18.0,8.0,9.0,8.0,1.0,5.0,17.0,29.4,12.0,32.0,5.0,27.0,6.0,26.0,0.0,1376.0,40.0,185.0,723.0,488.0,91.0,1372.0,31.0,55.0,56.4,851.0,68.0,51.0,16.0,1039.0,42.0,54.0,0.0,27.0,17.0,3.0,1.0,0.0,0.0,156.0,41.0,68.0,37.6
Francesco Bardi,it ITA,GK,Bologna,29,1992,2.0,2.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0,67.3,748.0,587.0,10.0,10.0,100.0,12.0,12.0,100.0,10.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,49.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Nicolò Barella,it ITA,MF,Inter,24,1997,36.0,36.0,2913.0,3.0,11.0,0.0,0.0,9.0,0.0,0.09,0.34,0.43,0.09,0.43,5.6,5.6,0.17,0.17,32.4,12.0,0.0,17.6,0.37,0.04,0.25,0.08,-2.6,-2.6,1554.0,1876.0,82.8,24817.0,7894.0,824.0,916.0,90.0,552.0,641.0,86.1,125.0,191.0,65.4,64.0,191.0,84.0,16.0,231.0,1836.0,31.0,17.0,11.0,15.0,66.0,0.0,0.0,0.0,0.0,14.0,9.0,44.0,140.0,4.32,116.0,0.0,10.0,6.0,6.0,21.0,0.65,18.0,0.0,1.0,1.0,1.0,0.0,63.0,42.0,17.0,35.0,11.0,29.0,55.0,52.7,26.0,26.0,2.0,24.0,21.0,8.0,2.0,2199.0,28.0,344.0,1133.0,757.0,95.0,2199.0,37.0,64.0,57.8,1427.0,114.0,69.0,15.0,1703.0,56.0,38.0,0.0,30.0,52.0,4.0,1.0,0.0,0.0,190.0,22.0,24.0,47.8
Musa Barrow,gm GAM,"FW,MF",Bologna,22,1998,34.0,25.0,2134.0,6.0,6.0,0.0,0.0,0.0,0.0,0.25,0.25,0.51,0.25,0.51,6.3,6.3,0.26,0.26,23.7,27.0,3.0,38.0,1.14,0.08,0.22,0.09,-0.3,-0.3,698.0,923.0,75.6,11505.0,2721.0,379.0,423.0,89.6,206.0,277.0,74.4,79.0,160.0,49.4,45.0,50.0,39.0,14.0,82.0,821.0,99.0,26.0,7.0,15.0,112.0,59.0,40.0,5.0,0.0,10.0,3.0,15.0,87.0,3.67,65.0,11.0,3.0,4.0,4.0,10.0,0.42,8.0,1.0,0.0,1.0,0.0,0.0,12.0,4.0,4.0,4.0,4.0,6.0,20.0,30.0,14.0,20.0,1.0,19.0,6.0,8.0,0.0,1193.0,6.0,118.0,495.0,600.0,78.0,1193.0,31.0,63.0,49.2,753.0,61.0,51.0,22.0,911.0,63.0,52.0,0.0,10.0,25.0,6.0,0.0,0.0,0.0,93.0,15.0,48.0,23.8
Daniele Baselli,it ITA,"MF,FW",Torino,29,1992,6.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.23,0.23,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.37,-0.4,-0.4,64.0,89.0,71.9,1060.0,329.0,33.0,46.0,71.7,22.0,29.0,75.9,6.0,8.0,75.0,1.0,5.0,0.0,0.0,10.0,82.0,7.0,3.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,1.0,2.0,0.0,102.0,4.0,25.0,45.0,33.0,3.0,102.0,1.0,2.0,50.0,49.0,1.0,5.0,0.0,62.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,11.0,2.0,6.0,25.0
Daniele Baselli,it ITA,MF,Cagliari,29,1992,9.0,2.0,290.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31,0.31,0.0,0.31,0.6,0.6,0.18,0.18,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.6,-0.6,110.0,151.0,72.8,1828.0,716.0,60.0,73.0,82.2,33.0,41.0,80.5,13.0,28.0,46.4,8.0,11.0,4.0,1.0,14.0,131.0,20.0,9.0,1.0,0.0,17.0,10.0,7.0,3.0,0.0,1.0,0.0,3.0,15.0,4.69,8.0,3.0,0.0,2.0,0.0,1.0,0.31,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,1.0,2.0,1.0,5.0,20.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0,189.0,5.0,40.0,89.0,62.0,2.0,189.0,4.0,9.0,44.4,103.0,4.0,6.0,0.0,107.0,5.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,40.0
Toma Bašić,hr CRO,MF,Lazio,24,1996,29.0,9.0,982.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,1.8,1.8,0.16,0.16,10.9,11.0,2.0,68.8,1.01,0.0,0.0,0.13,-1.8,-1.8,386.0,451.0,85.6,5589.0,990.0,215.0,236.0,91.1,136.0,156.0,87.2,17.0,28.0,60.7,6.0,21.0,1.0,0.0,26.0,436.0,14.0,6.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.83,5.0,1.0,1.0,2.0,0.0,3.0,0.28,1.0,1.0,0.0,1.0,0.0,0.0,12.0,8.0,3.0,9.0,0.0,5.0,17.0,29.4,12.0,13.0,4.0,9.0,4.0,21.0,0.0,570.0,27.0,95.0,331.0,148.0,24.0,570.0,7.0,14.0,50.0,318.0,18.0,15.0,2.0,404.0,17.0,6.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,41.0,8.0,10.0,44.4
Alessandro Bastoni,it ITA,DF,Inter,22,1999,31.0,29.0,2311.0,1.0,2.0,0.0,0.0,4.0,0.0,0.04,0.08,0.12,0.04,0.12,0.4,0.4,0.01,0.01,25.7,2.0,0.0,22.2,0.08,0.11,0.5,0.04,0.6,0.6,1599.0,1810.0,88.3,29365.0,9419.0,666.0,723.0,92.1,720.0,777.0,92.7,177.0,237.0,74.7,14.0,120.0,16.0,5.0,132.0,1684.0,120.0,58.0,2.0,29.0,29.0,2.0,0.0,0.0,0.0,30.0,6.0,25.0,45.0,1.75,39.0,0.0,2.0,2.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,44.0,25.0,28.0,13.0,3.0,17.0,34.0,50.0,17.0,22.0,12.0,10.0,35.0,59.0,1.0,2036.0,242.0,881.0,956.0,218.0,18.0,2036.0,11.0,19.0,57.9,1280.0,30.0,30.0,5.0,1448.0,21.0,5.0,0.0,30.0,28.0,0.0,0.0,1.0,0.0,152.0,43.0,26.0,62.3
Simone Bastoni,it ITA,"MF,DF",Spezia,24,1996,31.0,26.0,2288.0,3.0,3.0,0.0,0.0,5.0,1.0,0.12,0.12,0.24,0.12,0.24,1.6,1.6,0.06,0.06,25.4,6.0,0.0,21.4,0.24,0.11,0.5,0.06,1.4,1.4,876.0,1224.0,71.6,15095.0,6360.0,439.0,492.0,89.2,302.0,405.0,74.6,111.0,232.0,47.8,47.0,92.0,32.0,13.0,117.0,1015.0,201.0,55.0,8.0,13.0,113.0,38.0,14.0,20.0,0.0,108.0,8.0,37.0,80.0,3.15,49.0,22.0,3.0,4.0,1.0,5.0,0.2,3.0,1.0,0.0,1.0,0.0,0.0,52.0,34.0,28.0,17.0,7.0,21.0,65.0,32.3,44.0,38.0,11.0,27.0,30.0,31.0,0.0,1546.0,68.0,403.0,716.0,461.0,28.0,1546.0,42.0,68.0,61.8,804.0,50.0,45.0,6.0,887.0,61.0,32.0,0.0,30.0,35.0,1.0,0.0,0.0,0.0,185.0,25.0,13.0,65.8
Rodrigo Becão,br BRA,DF,Udinese,25,1996,35.0,35.0,3130.0,2.0,1.0,0.0,0.0,10.0,0.0,0.06,0.03,0.09,0.06,0.09,1.9,1.9,0.05,0.05,34.8,5.0,0.0,26.3,0.14,0.11,0.4,0.1,0.1,0.1,1117.0,1428.0,78.2,18775.0,7448.0,515.0,580.0,88.8,493.0,593.0,83.1,77.0,189.0,40.7,10.0,52.0,5.0,1.0,74.0,1270.0,157.0,49.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,105.0,1.0,16.0,27.0,0.78,20.0,3.0,1.0,0.0,3.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,81.0,46.0,49.0,30.0,2.0,34.0,60.0,56.7,26.0,45.0,20.0,25.0,42.0,89.0,3.0,1755.0,200.0,852.0,744.0,175.0,42.0,1755.0,5.0,8.0,62.5,848.0,23.0,19.0,3.0,977.0,18.0,7.0,0.0,57.0,45.0,4.0,0.0,1.0,0.0,193.0,63.0,32.0,66.3
Valon Behrami,ch SUI,"MF,FW",Genoa,36,1985,10.0,2.0,311.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,44.0,66.0,66.7,655.0,184.0,20.0,28.0,71.4,20.0,27.0,74.1,2.0,5.0,40.0,1.0,5.0,1.0,0.0,8.0,63.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.45,4.0,0.0,0.0,1.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,7.0,4.0,1.0,3.0,1.0,4.0,0.0,90.0,9.0,20.0,53.0,17.0,3.0,90.0,1.0,1.0,100.0,42.0,2.0,0.0,1.0,44.0,6.0,3.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0
Vid Belec,si SVN,GK,Salernitana,31,1990,23.0,21.0,1938.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,575.0,63.8,13133.0,11059.0,48.0,48.0,100.0,130.0,134.0,97.0,187.0,389.0,48.1,0.0,16.0,1.0,0.0,0.0,329.0,245.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,629.0,562.0,628.0,1.0,0.0,0.0,629.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,180.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,100.0
Raoul Bellanova,it ITA,"DF,FW",Cagliari,21,2000,31.0,27.0,2496.0,1.0,2.0,0.0,0.0,3.0,0.0,0.04,0.07,0.11,0.04,0.11,2.0,2.0,0.07,0.07,27.7,5.0,0.0,21.7,0.18,0.04,0.2,0.09,-1.0,-1.0,667.0,933.0,71.5,11452.0,2964.0,335.0,407.0,82.3,241.0,333.0,72.4,74.0,127.0,58.3,32.0,40.0,27.0,21.0,46.0,837.0,95.0,4.0,0.0,6.0,96.0,0.0,0.0,0.0,0.0,91.0,1.0,29.0,66.0,2.38,54.0,1.0,4.0,2.0,5.0,8.0,0.29,8.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,14.0,12.0,3.0,6.0,27.0,22.2,21.0,39.0,8.0,31.0,21.0,51.0,0.0,1228.0,68.0,328.0,496.0,424.0,53.0,1228.0,39.0,73.0,53.4,720.0,81.0,38.0,10.0,755.0,42.0,22.0,0.0,10.0,35.0,2.0,0.0,1.0,0.0,123.0,15.0,26.0,36.6
