player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Martin Satriano,uy URU,"FW,MF",Inter,20,2001,4.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,95.0,12.0,6.0,9.0,66.7,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,4.0,9.0,1.0,14.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,25.0
Giorgio Scalvini,it ITA,"DF,MF",Atalanta,17,2003,18.0,9.0,763.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,1.8,1.8,0.21,0.21,8.5,3.0,0.0,18.8,0.35,0.06,0.33,0.11,-0.8,-0.8,405.0,497.0,81.5,6846.0,2737.0,201.0,221.0,91.0,167.0,195.0,85.6,29.0,61.0,47.5,5.0,43.0,5.0,0.0,53.0,474.0,22.0,14.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,16.0,1.89,11.0,0.0,1.0,2.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,13.0,8.0,1.0,9.0,19.0,47.4,10.0,12.0,1.0,11.0,22.0,16.0,0.0,599.0,22.0,223.0,276.0,104.0,26.0,599.0,4.0,6.0,66.7,322.0,9.0,7.0,2.0,385.0,13.0,6.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,56.0,20.0,17.0,54.1
Gianluca Scamacca,it ITA,FW,Sassuolo,22,1999,36.0,25.0,2146.0,16.0,0.0,1.0,1.0,7.0,0.0,0.67,0.0,0.67,0.63,0.63,11.5,10.7,0.48,0.45,23.8,36.0,1.0,46.2,1.51,0.19,0.42,0.14,4.5,4.3,399.0,550.0,72.5,5604.0,916.0,243.0,304.0,79.9,104.0,144.0,72.2,26.0,38.0,68.4,25.0,23.0,11.0,0.0,36.0,498.0,51.0,0.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,57.0,2.39,47.0,0.0,3.0,5.0,2.0,6.0,0.25,4.0,0.0,1.0,1.0,0.0,0.0,19.0,14.0,2.0,5.0,12.0,5.0,21.0,23.8,16.0,16.0,1.0,15.0,5.0,22.0,1.0,808.0,26.0,62.0,413.0,342.0,89.0,807.0,21.0,30.0,70.0,461.0,21.0,22.0,6.0,630.0,74.0,49.0,0.0,49.0,20.0,10.0,0.0,0.0,0.0,46.0,51.0,39.0,56.7
Andrea Schiavone,it ITA,MF,Salernitana,28,1993,14.0,5.0,571.0,1.0,0.0,0.0,0.0,1.0,0.0,0.16,0.0,0.16,0.16,0.16,0.1,0.1,0.02,0.02,6.3,1.0,0.0,50.0,0.16,0.5,1.0,0.07,0.9,0.9,199.0,243.0,81.9,3724.0,1264.0,82.0,89.0,92.1,82.0,92.0,89.1,29.0,49.0,59.2,11.0,21.0,3.0,0.0,19.0,206.0,37.0,15.0,0.0,3.0,29.0,20.0,6.0,13.0,0.0,2.0,0.0,3.0,17.0,2.66,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,5.0,9.0,0.0,10.0,23.0,43.5,13.0,13.0,3.0,10.0,8.0,12.0,0.0,305.0,20.0,63.0,183.0,59.0,8.0,305.0,1.0,2.0,50.0,135.0,5.0,3.0,0.0,152.0,8.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,29.0,3.0,3.0,50.0
David Schnegg,at AUT,DF,Venezia,22,1998,4.0,2.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,87.0,65.5,1058.0,511.0,24.0,26.0,92.3,28.0,40.0,70.0,5.0,19.0,26.3,1.0,2.0,1.0,1.0,1.0,70.0,17.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,1.91,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,3.0,6.0,0.0,112.0,8.0,55.0,41.0,20.0,0.0,112.0,1.0,6.0,16.7,63.0,2.0,1.0,0.0,58.0,3.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,3.0,40.0
Jerdy Schouten,nl NED,MF,Bologna,24,1997,17.0,16.0,1392.0,1.0,1.0,0.0,0.0,4.0,1.0,0.06,0.06,0.13,0.06,0.13,0.2,0.2,0.02,0.02,15.5,1.0,0.0,16.7,0.06,0.17,1.0,0.04,0.8,0.8,665.0,791.0,84.1,10733.0,3656.0,336.0,381.0,88.2,253.0,292.0,86.6,51.0,64.0,79.7,12.0,85.0,11.0,0.0,82.0,773.0,13.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,36.0,2.33,33.0,0.0,1.0,0.0,2.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,25.0,17.0,10.0,12.0,3.0,9.0,22.0,40.9,13.0,22.0,5.0,17.0,33.0,29.0,1.0,969.0,63.0,280.0,547.0,148.0,4.0,969.0,22.0,25.0,88.0,447.0,9.0,13.0,1.0,601.0,25.0,11.0,1.0,17.0,7.0,0.0,0.0,0.0,0.0,102.0,28.0,18.0,60.9
Demba Seck,sn SEN,"MF,FW",Torino,20,2001,6.0,1.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.36,0.36,1.6,3.0,0.0,75.0,1.85,0.0,0.0,0.15,-0.6,-0.6,34.0,43.0,79.1,457.0,57.0,18.0,23.0,78.3,10.0,11.0,90.9,2.0,2.0,100.0,0.0,3.0,1.0,0.0,3.0,42.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.08,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,2.0,25.0,33.0,10.0,60.0,4.0,6.0,66.7,42.0,6.0,2.0,6.0,46.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,25.0
Adrian Šemper,hr CRO,GK,Genoa,23,1998,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,54.1,675.0,535.0,3.0,3.0,100.0,7.0,8.0,87.5,10.0,26.0,38.5,0.0,0.0,0.0,0.0,0.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35.0,39.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Stefano Sensi,it ITA,"MF,FW",Sampdoria,25,1995,11.0,10.0,754.0,1.0,0.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,1.2,1.2,0.15,0.15,8.4,4.0,0.0,40.0,0.48,0.1,0.25,0.12,-0.2,-0.2,319.0,392.0,81.4,5388.0,1162.0,147.0,163.0,90.2,133.0,152.0,87.5,30.0,44.0,68.2,9.0,24.0,3.0,0.0,34.0,375.0,15.0,9.0,1.0,3.0,6.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,15.0,1.79,12.0,0.0,0.0,2.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0,18.0,9.0,10.0,6.0,2.0,10.0,23.0,43.5,13.0,2.0,0.0,2.0,6.0,4.0,0.0,488.0,10.0,78.0,258.0,160.0,15.0,488.0,13.0,25.0,52.0,305.0,16.0,19.0,1.0,352.0,17.0,16.0,0.0,18.0,24.0,0.0,0.0,0.0,0.0,48.0,8.0,4.0,66.7
Stefano Sensi,it ITA,"MF,FW",Inter,25,1995,9.0,1.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.23,0.23,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.4,-0.4,113.0,129.0,87.6,1806.0,343.0,62.0,67.0,92.5,43.0,49.0,87.8,7.0,8.0,87.5,4.0,11.0,2.0,1.0,13.0,126.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,4.97,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,154.0,0.0,19.0,81.0,56.0,8.0,154.0,3.0,4.0,75.0,106.0,7.0,5.0,0.0,125.0,6.0,4.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,14.0,2.0,2.0,50.0
Luigi Sepe,it ITA,GK,Salernitana,30,1991,16.0,16.0,1392.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,566.0,70.3,14404.0,12454.0,59.0,60.0,98.3,127.0,130.0,97.7,210.0,371.0,56.6,0.0,23.0,1.0,0.0,1.0,367.0,196.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.45,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,604.0,490.0,596.0,8.0,0.0,0.0,604.0,0.0,1.0,0.0,318.0,0.0,2.0,2.0,240.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,100.0
Laurens Serpe,it ITA,DF,Genoa,20,2001,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,83.9,508.0,84.0,6.0,6.0,100.0,17.0,18.0,94.4,3.0,5.0,60.0,0.0,4.0,0.0,0.0,5.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,4.0,15.0,19.0,3.0,1.0,37.0,0.0,1.0,0.0,23.0,2.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Stephan El Shaarawy,it ITA,"FW,DF",Roma,28,1992,27.0,8.0,1055.0,3.0,0.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,3.6,3.6,0.3,0.3,11.7,12.0,1.0,30.8,1.02,0.08,0.25,0.09,-0.6,-0.6,482.0,583.0,82.7,8215.0,2106.0,239.0,274.0,87.2,196.0,228.0,86.0,41.0,55.0,74.5,31.0,30.0,31.0,2.0,78.0,531.0,51.0,5.0,4.0,7.0,18.0,0.0,0.0,0.0,0.0,46.0,1.0,11.0,51.0,4.35,43.0,0.0,4.0,3.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0,9.0,0.0,4.0,6.0,66.7,2.0,10.0,2.0,8.0,11.0,8.0,0.0,727.0,8.0,96.0,316.0,326.0,61.0,727.0,20.0,39.0,51.3,425.0,58.0,42.0,20.0,495.0,22.0,13.0,0.0,8.0,12.0,3.0,0.0,0.0,0.0,63.0,14.0,15.0,48.3
Aimar Sher,se SWE,MF,Spezia,18,2002,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,90.5,268.0,75.0,12.0,12.0,100.0,6.0,7.0,85.7,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,30.0,1.0,8.0,18.0,4.0,0.0,30.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
Eldor Shomurodov,uz UZB,"FW,MF",Roma,26,1995,28.0,5.0,784.0,3.0,4.0,0.0,0.0,2.0,0.0,0.34,0.46,0.8,0.34,0.8,4.6,4.6,0.53,0.53,8.7,11.0,0.0,35.5,1.26,0.1,0.27,0.15,-1.6,-1.6,152.0,225.0,67.6,1885.0,501.0,107.0,141.0,75.9,33.0,49.0,67.3,3.0,6.0,50.0,20.0,13.0,5.0,2.0,17.0,217.0,6.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,30.0,3.45,29.0,0.0,1.0,0.0,0.0,5.0,0.57,4.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,4.0,1.0,1.0,10.0,10.0,9.0,8.0,0.0,8.0,2.0,5.0,0.0,341.0,3.0,24.0,130.0,191.0,69.0,341.0,3.0,12.0,25.0,179.0,28.0,15.0,12.0,248.0,22.0,16.0,0.0,16.0,6.0,4.0,0.0,0.0,0.0,28.0,22.0,33.0,40.0
Alassane Sidibe,ci CIV,MF,Atalanta,19,2002,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Arnór Sigurðsson,is ISL,"FW,MF",Venezia,22,1999,9.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-0.1,-0.1,39.0,53.0,73.6,495.0,126.0,24.0,29.0,82.8,9.0,13.0,69.2,2.0,4.0,50.0,2.0,4.0,0.0,0.0,4.0,49.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.98,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,74.0,0.0,9.0,32.0,35.0,5.0,74.0,3.0,6.0,50.0,55.0,6.0,1.0,1.0,50.0,7.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0
Adrien Silva,pt POR,MF,Sampdoria,32,1989,17.0,12.0,1083.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,0.03,0.03,12.0,2.0,0.0,25.0,0.17,0.0,0.0,0.05,-0.4,-0.4,512.0,603.0,84.9,9444.0,2428.0,204.0,235.0,86.8,232.0,263.0,88.2,59.0,73.0,80.8,8.0,40.0,6.0,3.0,57.0,577.0,24.0,22.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,23.0,1.91,20.0,1.0,0.0,2.0,0.0,3.0,0.25,2.0,0.0,0.0,1.0,0.0,0.0,24.0,12.0,14.0,5.0,5.0,9.0,33.0,27.3,24.0,15.0,5.0,10.0,23.0,23.0,0.0,750.0,40.0,197.0,461.0,99.0,6.0,750.0,10.0,13.0,76.9,418.0,14.0,8.0,1.0,442.0,22.0,11.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,97.0,11.0,11.0,50.0
Marco Silvestri,it ITA,GK,Udinese,30,1991,35.0,35.0,3150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,942.0,68.2,18568.0,14841.0,153.0,153.0,100.0,267.0,270.0,98.9,216.0,500.0,43.2,2.0,13.0,0.0,0.0,0.0,587.0,342.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,1.0,1021.0,914.0,1018.0,3.0,0.0,0.0,1021.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,27.0,7.0,0.0,100.0
Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995,35.0,32.0,2653.0,17.0,5.0,0.0,1.0,8.0,0.0,0.58,0.17,0.75,0.58,0.75,11.5,10.7,0.39,0.36,29.5,32.0,0.0,46.4,1.09,0.25,0.53,0.15,5.5,6.3,465.0,679.0,68.5,5771.0,916.0,305.0,394.0,77.4,85.0,126.0,67.5,25.0,39.0,64.1,24.0,21.0,18.0,4.0,40.0,628.0,49.0,0.0,4.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,58.0,1.97,41.0,0.0,3.0,7.0,5.0,9.0,0.31,7.0,0.0,0.0,1.0,1.0,0.0,27.0,15.0,6.0,12.0,9.0,9.0,39.0,23.1,30.0,37.0,3.0,34.0,6.0,23.0,0.0,1099.0,28.0,94.0,458.0,563.0,142.0,1098.0,23.0,61.0,37.7,653.0,40.0,34.0,16.0,862.0,136.0,80.0,0.0,56.0,58.0,34.0,1.0,0.0,0.0,81.0,60.0,108.0,35.7
Giovanni Simeone,ar ARG,FW,Cagliari,26,1995,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,26.0,10.0,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wilfried Singo,ci CIV,DF,Torino,20,2000,35.0,32.0,2607.0,3.0,4.0,0.0,0.0,5.0,1.0,0.1,0.14,0.24,0.1,0.24,3.4,3.4,0.12,0.12,29.0,7.0,0.0,17.1,0.24,0.07,0.43,0.08,-0.4,-0.4,1065.0,1397.0,76.2,17613.0,5734.0,506.0,579.0,87.4,459.0,574.0,80.0,74.0,147.0,50.3,23.0,63.0,31.0,15.0,89.0,1127.0,263.0,16.0,1.0,7.0,80.0,0.0,0.0,0.0,0.0,247.0,7.0,44.0,58.0,2.0,43.0,2.0,2.0,6.0,4.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,24.0,24.0,7.0,24.0,34.0,70.6,10.0,26.0,6.0,20.0,23.0,47.0,0.0,1773.0,66.0,339.0,804.0,654.0,71.0,1773.0,41.0,81.0,50.6,974.0,69.0,56.0,18.0,1038.0,66.0,18.0,0.0,43.0,59.0,8.0,0.0,0.0,0.0,170.0,42.0,33.0,56.0
Salvatore Sirigu,it ITA,GK,Genoa,34,1987,37.0,37.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,1182.0,65.7,24637.0,19024.0,141.0,142.0,99.3,264.0,270.0,97.8,370.0,764.0,48.4,0.0,17.0,0.0,0.0,0.0,799.0,380.0,117.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,19.0,2.0,1282.0,1064.0,1277.0,5.0,0.0,0.0,1282.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,552.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,28.0,5.0,0.0,100.0
Leo Skiri Østigård,no NOR,DF,Genoa,21,1999,15.0,13.0,1172.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.03,0.03,13.0,1.0,0.0,14.3,0.08,0.0,0.0,0.05,-0.4,-0.4,392.0,556.0,70.5,7513.0,3419.0,152.0,185.0,82.2,192.0,257.0,74.7,43.0,99.0,43.4,2.0,36.0,1.0,0.0,38.0,538.0,16.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,12.0,0.92,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,8.0,7.0,1.0,9.0,11.0,81.8,2.0,17.0,10.0,7.0,8.0,55.0,1.0,678.0,96.0,342.0,309.0,32.0,15.0,678.0,2.0,3.0,66.7,318.0,10.0,3.0,1.0,326.0,3.0,0.0,1.0,15.0,6.0,3.0,0.0,0.0,0.0,85.0,63.0,19.0,76.8
Łukasz Skorupski,pl POL,GK,Bologna,30,1991,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944.0,1253.0,75.3,24480.0,17480.0,214.0,214.0,100.0,322.0,334.0,96.4,336.0,629.0,53.4,0.0,5.0,0.0,0.0,0.0,835.0,415.0,121.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1349.0,1177.0,1346.0,3.0,0.0,0.0,1349.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,567.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,40.0,15.0,1.0,93.8
Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,21,1999,18.0,6.0,747.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,0.9,0.9,0.1,0.1,8.3,2.0,0.0,28.6,0.24,0.0,0.0,0.12,-0.9,-0.9,304.0,400.0,76.0,4310.0,1374.0,186.0,215.0,86.5,88.0,113.0,77.9,21.0,50.0,42.0,8.0,13.0,8.0,6.0,19.0,333.0,65.0,6.0,1.0,0.0,37.0,17.0,7.0,0.0,0.0,42.0,2.0,7.0,23.0,2.77,17.0,3.0,1.0,1.0,1.0,6.0,0.72,3.0,1.0,1.0,0.0,1.0,0.0,12.0,10.0,4.0,4.0,4.0,5.0,11.0,45.5,6.0,9.0,1.0,8.0,3.0,11.0,0.0,491.0,12.0,90.0,203.0,202.0,19.0,491.0,5.0,15.0,33.3,253.0,29.0,24.0,8.0,325.0,19.0,5.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,48.0,4.0,10.0,28.6
